Grattan_record	Symbol	Company	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Production date	               Employment Construction	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Cost_estimate	Lucille_Ownership	Record_date	Cost_estimate_real	Final_status_historical
8469.0	NA	Sydney Ports Corporation	White Bay road and rail infrastructure	NA	2007	Under construction	Transport & Storage	Road	New South Wales	NA	NA	694.0	Dec 2006	1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2006-12-01	170531073.4463277	Completed
8469.0	NA	Sydney Ports Corporation	White Bay road and rail infrastructure	NA	2007	Under construction	Transport & Storage	Road	New South Wales	NA	NA	712.0	Mar 2007	1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14e7	Public	2007-03-01	168814317.67337808	Completed
8478.0	*	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	501.0	Jun 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2006-06-01	74344827.5862069	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	520.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2006-12-01	73084745.76271187	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	381.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-03-01	72348993.2885906	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	511.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-06-01	71390728.4768212	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	526.0	Sep 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-09-01	70380848.74863982	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	NA	2012	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Dec 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-12-01	69399141.63090129	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Mar 2008	NA	NA	NA	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2008-03-01	68155953.63540569	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Jun 2008	NA	NA	NA	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2008-06-01	67095435.6846473	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Sep 2008	NA	NA	NA	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2008-09-01	66e6	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	585.0	Dec 2008	NA	NA	NA	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2008-12-01	66270491.80327869	Completed
8478.0	NA	NSW State Transit Authority	Bus video surveillance, new fleet	2004	NA	Under construction	Transport & Storage	Road	NSW	NA	NA	587.0	Mar 2009	NA	NA	NA	2012	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2009-03-01	67234927.23492724	Completed
8479.0	*	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	501.0	Jun 2006	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2006-06-01	223034482.75862068	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	520.0	Dec 2006	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2006-12-01	219254237.2881356	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	381.0	Mar 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2007-03-01	217046979.8657718	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	511.0	Jun 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2007-06-01	214172185.43046358	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	526.0	Sep 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2007-09-01	211142546.24591947	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	NA	2008	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Dec 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2007-12-01	208197424.89270386	Completed
8479.0	NA	NSW State Transit Authority	Bus video surveillance, existing fleet	2005	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Mar 2008	NA	NA	NA	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	18e7	Public	2008-03-01	204467860.90621707	Completed
8480.0	*	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	501.0	Jun 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2006-06-01	86735632.18390805	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	520.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2006-12-01	85265536.72316384	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	381.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2007-03-01	84407158.83668904	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	511.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2007-06-01	83289183.22295806	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	526.0	Sep 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2007-09-01	82110990.20674646	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	NA	2010	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Dec 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2007-12-01	80965665.2360515	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Mar 2008	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2008-03-01	79515279.24130663	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Jun 2008	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2008-06-01	78278008.29875518	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	540.0	Sep 2008	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2008-09-01	77e6	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	2004	NA	Under construction	Transport & Storage	Road	New South Wales	NA	NA	585.0	Dec 2008	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2008-12-01	77315573.77049181	Completed
8480.0	NA	NSW State Transit Authority	Hardstand Depot replacement	2004	NA	Under construction	Transport & Storage	Road	NSW	NA	NA	587.0	Mar 2009	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2009-03-01	78440748.44074844	Completed
8633.0	NA	Qld Dept of Main Roads	Bruce Hwy: Mandurah turnout to The Leap	NA	39234	Under construction	Transport & Storage	Road	Queensland	NA	NA	586.0	Dec 2006	Mid 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2006-12-01	133988700.56497175	Completed
8633.0	NA	Qld Dept of Main Roads	Bruce Hwy: Mandurah turnout to The Leap	NA	39234	Under construction	Transport & Storage	Road	Queensland	NA	NA	430.0	Mar 2007	Mid 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2007-03-01	132639821.02908276	Completed
8633.0	NA	Qld Dept of Main Roads	Bruce Hwy: Mandurah turnout to The Leap	NA	39234	Under construction	Transport & Storage	Road	Queensland	NA	NA	576.0	Jun 2007	Mid 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11e7	Public	2007-06-01	130883002.20750552	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	NA	2H 2007	Under construction	Transport & Storage	Road	Queensland	NA	NA	586.0	Dec 2006	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2006-12-01	121807909.60451977	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	NA	2H 2007	Under construction	Transport & Storage	Road	Queensland	NA	NA	430.0	Mar 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2007-03-01	120581655.48098433	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	NA	2H 2007	Under construction	Transport & Storage	Road	Queensland	NA	NA	576.0	Jun 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2007-06-01	118984547.46136867	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	NA	2H 2007	Under construction	Transport & Storage	Road	Queensland	NA	NA	594.0	Sep 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2007-09-01	117301414.58106637	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	NA	2H 2007	Under construction	Transport & Storage	Road	Queensland	NA	NA	609.0	Dec 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2007-12-01	115665236.05150214	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	2006	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	609.0	Mar 2008	NA	NA	NA	2H 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2008-03-01	113593256.05900948	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	2006	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	609.0	Jun 2008	NA	NA	NA	2H 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2008-06-01	111825726.14107883	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	2006	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	609.0	Sep 2008	NA	NA	NA	2H 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2008-09-01	11e7	Completed
8637.0	NA	Qld Dept of Main Roads	Griffith Arterial: Beatty and Balham Roads intersection	2006	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	660.0	Dec 2008	NA	NA	NA	2H 2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e8	Public	2008-12-01	110450819.67213115	Completed
8675.0	^	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	NA	39600	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	NA	Dec 2006	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2006-12-01	60903954.802259885	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	NA	39600	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	NA	Mar 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2007-03-01	60290827.740492165	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	NA	39600	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	12.0	Jun 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2007-06-01	59492273.73068433	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	NA	39600	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	13.0	Sep 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2007-09-01	58650707.290533185	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	NA	39600	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	14.0	Dec 2007	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2007-12-01	57832618.02575107	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	2006	NA	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	14.0	Mar 2008	NA	NA	NA	39600	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2008-03-01	56796628.02950474	Completed
8675.0	NA	ACT Dept of Territory and Municipal Services	Lanyon Drive Upgrade (Monaro Hwy to Sheppard St)	2006	NA	Under construction	Transport & Storage	Road	Australian Capital Territory	NA	NA	14.0	Jun 2008	NA	NA	NA	39600	NA	NA	NA	NA	NA	NA	NA	NA	NA	5e7	Public	2008-06-01	55912863.070539415	Completed
8680.0	NA	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2006-12-01	109627118.6440678	Completed
8680.0	NA	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2007-03-01	108523489.9328859	Completed
8680.0	~	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28e7	Public	2007-06-01	333156732.89183223	Completed
8680.0	NA	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28e7	Public	2007-09-01	328443960.82698584	Completed
8680.0	NA	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28e7	Public	2007-12-01	323862660.944206	Completed
8680.0	NA	WA Main Roads	Broome Hwy: Broome Bypass, Stages 1 to 3	2005	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	28e7	Public	2008-03-01	318061116.96522653	Completed
8681.0	NA	WA Main Roads	Dampier Road: extend dual carriageway and cosnstruct passing lanes	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2006-12-01	97446327.68361582	Completed
8681.0	NA	WA Main Roads	Dampier Road: extend dual carriageway and cosnstruct passing lanes	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2007-03-01	96465324.38478747	Completed
8681.0	~	WA Main Roads	Dampier Road: extend dual carriageway and construct passing lanes	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2007-06-01	95187637.96909493	Completed
8681.0	NA	WA Main Roads	Dampier Road: extend dual carriageway and construct passing lanes	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2007-09-01	93841131.6648531	Completed
8681.0	NA	WA Main Roads	Dampier Road: extend dual carriageway and construct passing lanes	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2007-12-01	92532188.84120171	Completed
8681.0	NA	WA Main Roads	Dampier Road: extend dual carriageway and construct passing lanes	2005	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	8e7	Public	2008-03-01	90874604.84720758	Completed
8687.0	NA	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2006-12-01	85265536.72316384	Completed
8687.0	NA	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7e7	Public	2007-03-01	84407158.83668904	Completed
8687.0	~	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2007-06-01	154679911.69977927	Completed
8687.0	NA	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2007-09-01	152491838.95538628	Completed
8687.0	NA	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	NA	2008	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2007-12-01	150364806.86695278	Completed
8687.0	NA	WA Main Roads	Muirs Road - Construction of Mt Barker Northern Bypass	2004	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	13e7	Public	2008-03-01	147671232.87671232	Completed
8688.0	NA	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2006-12-01	109627118.6440678	Completed
8688.0	NA	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2007-03-01	108523489.9328859	Completed
8688.0	~	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-06-01	142781456.9536424	Completed
8688.0	NA	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-09-01	140761697.49727964	Completed
8688.0	NA	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	NA	2009	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-12-01	138798283.26180258	Completed
8688.0	NA	WA Main Roads	Muirs Road - Reconstruction of road from Nyamup to Strachan	2004	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2008-03-01	136311907.27081138	Completed
8689.0	NA	WA Main Roads	Old coast Road - Construction and seal of road Australind to Eaton, including bridge	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2006-12-01	109627118.6440678	Completed
8689.0	NA	WA Main Roads	Old coast Road - Construction and seal of road Australind to Eaton, including bridge	NA	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9e7	Public	2007-03-01	108523489.9328859	Completed
8689.0	~	WA Main Roads	Old Coast Road - Construction and seal of road Australind to Eaton, including bridge	NA	2010	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2007-06-01	202273730.68432674	Completed
8689.0	NA	WA Main Roads	Old Coast Road - Construction and seal of road Australind to Eaton, including bridge	NA	2010	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2007-09-01	199412404.78781283	Completed
8689.0	NA	WA Main Roads	Old Coast Road - Construction and seal of road Australind to Eaton, including bridge	NA	2010	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2007-12-01	196630901.28755364	Completed
8689.0	NA	WA Main Roads	Old Coast Road - Construction and seal of road Australind to Eaton, including bridge	2004	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	17e7	Public	2008-03-01	193108535.30031613	Completed
8692.0	^	WA Main Roads	Safer Roads program - Bridgetown inner bypass	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	778.0	Dec 2006	2H 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2006-12-01	146169491.52542374	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	757.0	Mar 2007	2H 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-03-01	144697986.5771812	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	770.0	Jun 2007	2H 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-06-01	142781456.9536424	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	789.0	Sep 2007	2H 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-09-01	140761697.49727964	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Dec 2007	2H 2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2007-12-01	138798283.26180258	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	2H 2006	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Mar 2008	NA	NA	NA	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2008-03-01	136311907.27081138	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	2H 2006	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Jun 2008	NA	NA	NA	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2008-06-01	134190871.3692946	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	2H 2006	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	816.0	Sep 2008	NA	NA	NA	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2008-09-01	132e6	Completed
8692.0	NA	WA Main Roads	Safer Roads program - Bridgetown inner bypass	2H 2006	NA	Under construction	Transport & Storage	Road	Western Australia	NA	NA	882.0	Dec 2008	NA	NA	NA	2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	12e7	Public	2008-12-01	132540983.60655738	Completed
8693.0	NA	WA Dept of Transport	Upgrade of Claisebrook depot	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	776.0	Dec 2006	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2006-12-01	73084745.76271187	Completed
8693.0	NA	WA Dept of Transport	Upgrade of Claisebrook depot	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	577.0	Mar 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-03-01	72348993.2885906	Completed
8693.0	NA	WA Dept of Transport	Upgrade of Claisebrook depot	NA	2007	Under construction	Transport & Storage	Road	Western Australia	NA	NA	768.0	Jun 2007	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6e7	Public	2007-06-01	71390728.4768212	Completed
